color,bestColor,contrast,compliance
#004060,#ffff00,10.28,AAA
#004070,#ffff00,9.94,AAA
#004080,#ffff00,9.56,AAA
#004090,#ffff00,9.16,AAA
#0040a0,#ffff00,8.73,AAA
#0040b0,#ffff00,8.29,AAA
#0040c0,#ffff00,7.84,AAA
#0040d0,#ffff00,7.4,AAA
#0040e0,#ffff00,6.96,AA
#0040f0,#ffff00,6.54,AA
#005000,#ffff00,9.11,AAA
#005010,#ffff00,9.07,AAA
#005020,#ffff00,9.02,AAA
#005030,#ffff00,8.93,AAA
#005040,#ffff00,8.8,AAA
#005050,#ffff00,8.64,AAA
#005060,#ffff00,8.44,AAA
#005070,#ffff00,8.21,AAA
#005080,#ffff00,7.95,AAA
#005090,#ffff00,7.67,AAA
#0050a0,#ffff00,7.37,AAA
#0050b0,#ffff00,7.05,AAA
#0050c0,#ffff00,6.72,AA
#0050d0,#ffff00,6.39,AA
#0050e0,#ffff00,6.07,AA
#0050f0,#ffff00,5.74,AA
#006000,#ffff00,7.32,AAA
#006010,#ffff00,7.3,AAA
#006020,#ffff00,7.26,AAA
#006030,#ffff00,7.2,AAA
#006040,#ffff00,7.12,AAA
#006050,#ffff00,7.01,AAA
#006060,#ffff00,6.88,AA
#006070,#ffff00,6.73,AA
#006080,#ffff00,6.55,AA
#006090,#ffff00,6.36,AA
#0060a0,#ffff00,6.15,AA
#0060b0,#ffff00,5.93,AA
#0060c0,#ffff00,5.69,AA
#0060d0,#ffff00,5.46,AA
#0060e0,#ffff00,5.22,AA
#0060f0,#ffff00,4.97,AA
#007000,#ffff00,5.89,AA
#007010,#ffff00,5.88,AA
#007020,#ffff00,5.86,AA
#007030,#ffff00,5.82,AA
#007040,#ffff00,5.77,AA
#007050,#ffff00,5.7,AA
#007060,#ffff00,5.61,AA
#007070,#ffff00,5.51,AA
#007080,#ffff00,5.39,AA
#007090,#ffff00,5.26,AA
#0070a0,#ffff00,5.11,AA
#0070b0,#ffff00,4.96,AA
#0070c0,#ffff00,4.79,AA
#0070d0,#ffff00,4.62,AA
#0070e0,#ffff00,4.45,None
#0070f0,#ffff00,4.27,None
#008000,#ffff00,4.78,AA
#008010,#ffff00,4.78,AA
#008020,#ffff00,4.76,AA
#008030,#ffff00,4.73,AA
#008040,#ffff00,4.7,AA
#008050,#ffff00,4.65,AA
#008060,#ffff00,4.59,AA
#008070,#ffff00,4.53,AA
#008080,#ffff00,4.45,None
#008090,#ffff00,4.36,None
#0080a0,#ffff00,4.26,None
#0080b0,#ffff00,4.15,None
#0080c0,#ffff00,4.03,None
#0080d0,#ffff00,3.91,None
#0080e0,#ffff00,3.79,None
#0080f0,#ffff00,3.66,None
#009000,#ffff00,3.92,None
#009010,#ffff00,3.91,None
#009020,#ffff00,3.9,None
#009030,#ffff00,3.89,None
#009040,#ffff00,3.86,None
#009050,#ffff00,3.83,None
#009060,#ffff00,3.79,None
#009070,#ffff00,3.74,None
#009080,#ffff00,3.69,None
#009090,#ffff00,3.63,None
#0090a0,#ffff00,3.56,None
#0090b0,#ffff00,3.48,None
#0090c0,#ffff00,3.4,None
#0090d0,#ffff00,3.31,None
#0090e0,#ffff00,3.22,None
#0090f0,#ffff00,3.13,None
#00a000,#ffff00,3.24,None
#00a010,#ffff00,3.24,None
#00a020,#ffff00,3.23,None
#00a030,#ffff00,3.22,None
#00a040,#ffff00,3.2,None
#00a050,#ffff00,3.18,None
#00a060,#ffff00,3.16,None
#00a070,#ffff00,3.12,None
#00a080,#ffff00,3.08,None
#00a090,#ffff00,3.04,None
#00a0a0,#ffff00,2.99,None
#00a0b0,#ffff00,2.94,None
#00a0c0,#ffff00,2.88,None
#00a0d0,#ffff00,2.82,None
#00a0e0,#ffff00,2.75,None
#00a0f0,#ffff00,2.68,None
#00b000,#ffff00,2.71,None
#00b010,#ffff00,2.71,None
#00b020,#ffff00,2.7,None
#00b030,#ffff00,2.7,None
#00b040,#ffff00,2.68,None
#00b050,#ffff00,2.67,None
#00b060,#ffff00,2.65,None
#00b070,#ffff00,2.63,None
#00b080,#ffff00,2.6,None
#00b090,#ffff00,2.57,None
#00b0a0,#ffff00,2.53,None
#00b0b0,#ffff00,2.5,None
#00b0c0,#ffff00,2.45,None
#00b0d0,#ffff00,2.41,None
#00b0e0,#ffff00,2.36,None
#00b0f0,#ffff00,2.31,None
#00c000,#ffff00,2.29,None
#00c010,#ffff00,2.29,None
#00c020,#ffff00,2.28,None
#00c030,#ffff00,2.28,None
#00c040,#ffff00,2.27,None
#00c050,#ffff00,2.26,None
#00c060,#ffff00,2.25,None
#00c070,#ffff00,2.23,None
#00c080,#ffff00,2.21,None
#00c090,#ffff00,2.19,None
#00c0a0,#ffff00,2.16,None
#00c0b0,#ffff00,2.13,None
#00c0c0,#ffff00,2.1,None
#00c0d0,#ffff00,2.07,None
#00c0e0,#ffff00,2.03,None
#00c0f0,#ffff00,2.0,None
#00d000,#ffff00,1.95,None
#00d010,#ffff00,1.95,None
#00d020,#ffff00,1.95,None
#00d030,#ffff00,1.94,None
#00d040,#ffff00,1.94,None
#00d050,#ffff00,1.93,None
#00d060,#ffff00,1.92,None
#00d070,#ffff00,1.91,None
#00d080,#ffff00,1.89,None
#00d090,#ffff00,1.88,None
#00d0a0,#ffff00,1.86,None
#00d0b0,#ffff00,1.84,None
#00d0c0,#ffff00,1.81,None
#00d0d0,#ffff00,1.79,None
#00d0e0,#ffff00,1.76,None
#00d0f0,#ffff00,1.73,None
#00e000,#ff00ff,1.74,None
#00e010,#ff00ff,1.74,None
#00e020,#ff00ff,1.74,None
#00e030,#ff00ff,1.75,None
#00e040,#ff00ff,1.75,None
#00e050,#ff00ff,1.76,None
#00e060,#ff00ff,1.77,None
#00e070,#ff00ff,1.78,None
#00e080,#ff00ff,1.79,None
#00e090,#ff00ff,1.8,None
#00e0a0,#ff00ff,1.82,None
#00e0b0,#ff00ff,1.84,None
#00e0c0,#ff00ff,1.86,None
#00e0d0,#ff00ff,1.88,None
#00e0e0,#ff00ff,1.9,None
#00e0f0,#ff00ff,1.93,None
#00f000,#ff00ff,2.01,None
#00f010,#ff00ff,2.01,None
#00f020,#ff00ff,2.01,None
#00f030,#ff00ff,2.02,None
#00f040,#ff00ff,2.02,None
#00f050,#ff00ff,2.03,None
#00f060,#ff00ff,2.04,None
#00f070,#ff00ff,2.05,None
#00f080,#ff00ff,2.06,None
#00f090,#ff00ff,2.07,None
#00f0a0,#ff00ff,2.09,None
#00f0b0,#ff00ff,2.1,None
#00f0c0,#ff00ff,2.12,None
#00f0d0,#ff00ff,2.15,None
#00f0e0,#ff00ff,2.17,None
#00f0f0,#ff00ff,2.2,None
#100000,#ffff00,19.13,AAA
#100010,#ffff00,19.0,AAA
#100020,#ffff00,18.75,AAA
#100030,#ffff00,18.37,AAA
#100040,#ffff00,17.84,AAA
#100050,#ffff00,17.19,AAA
#100060,#ffff00,16.42,AAA
#100070,#ffff00,15.57,AAA
#100080,#ffff00,14.66,AAA
#100090,#ffff00,13.73,AAA
#1000a0,#ffff00,12.78,AAA
#1000b0,#ffff00,11.86,AAA
#1000c0,#ffff00,10.97,AAA
#1000d0,#ffff00,10.12,AAA
#1000e0,#ffff00,9.32,AAA
#1000f0,#ffff00,8.58,AAA
#101000,#ffff00,17.84,AAA
#101010,#ffff00,17.72,AAA
#101020,#ffff00,17.51,AAA
#101030,#ffff00,17.17,AAA
#101040,#ffff00,16.71,AAA
#101050,#ffff00,16.14,AAA
#101060,#ffff00,15.46,AAA
#101070,#ffff00,14.7,AAA
#101080,#ffff00,13.89,AAA
#101090,#ffff00,13.05,AAA
#1010a0,#ffff00,12.19,AAA
#1010b0,#ffff00,11.35,AAA
#1010c0,#ffff00,10.53,AAA
#1010d0,#ffff00,9.74,AAA
#1010e0,#ffff00,9.0,AAA
#1010f0,#ffff00,8.31,AAA
#102000,#ffff00,15.92,AAA
#102010,#ffff00,15.82,AAA
#102020,#ffff00,15.65,AAA
#102030,#ffff00,15.38,AAA
#102040,#ffff00,15.01,AAA
#102050,#ffff00,14.55,AAA
#102060,#ffff00,13.99,AAA
#102070,#ffff00,13.37,AAA
#102080,#ffff00,12.7,AAA
#102090,#ffff00,11.99,AAA
#1020a0,#ffff00,11.26,AAA
#1020b0,#ffff00,10.54,AAA
#1020c0,#ffff00,9.83,AAA
#1020d0,#ffff00,9.14,AAA
#1020e0,#ffff00,8.48,AAA
#1020f0,#ffff00,7.86,AAA
#103000,#ffff00,13.54,AAA
#103010,#ffff00,13.47,AAA
#103020,#ffff00,13.34,AAA
#103030,#ffff00,13.15,AAA
#103040,#ffff00,12.88,AAA
#103050,#ffff00,12.53,AAA
#103060,#ffff00,12.12,AAA
#103070,#ffff00,11.65,AAA
#103080,#ffff00,11.13,AAA
#103090,#ffff00,10.58,AAA
#1030a0,#ffff00,10.02,AAA
#1030b0,#ffff00,9.44,AAA
#1030c0,#ffff00,8.87,AAA
#1030d0,#ffff00,8.3,AAA
#1030e0,#ffff00,7.76,AAA
#1030f0,#ffff00,7.23,AAA
#104000,#ffff00,11.14,AAA
#104010,#ffff00,11.09,AAA
#104020,#ffff00,11.01,AAA
#104030,#ffff00,10.88,AAA
#104040,#ffff00,10.69,AAA
#104050,#ffff00,10.45,AAA
#104060,#ffff00,10.16,AAA
#104070,#ffff00,9.83,AAA
#104080,#ffff00,9.46,AAA
#104090,#ffff00,9.06,AAA
#1040a0,#ffff00,8.64,AAA
#1040b0,#ffff00,8.21,AAA
#1040c0,#ffff00,7.77,AAA
#1040d0,#ffff00,7.33,AAA
#1040e0,#ffff00,6.91,AA
#1040f0,#ffff00,6.49,AA
#105000,#ffff00,9.01,AAA
#105010,#ffff00,8.98,AAA
#105020,#ffff00,8.93,AAA
#105030,#ffff00,8.84,AAA
#105040,#ffff00,8.72,AAA
#105050,#ffff00,8.56,AAA
#105060,#ffff00,8.36,AAA
#105070,#ffff00,8.14,AAA
#105080,#ffff00,7.88,AAA
#105090,#ffff00,7.6,AAA
#1050a0,#ffff00,7.3,AAA
#1050b0,#ffff00,6.99,AA
#1050c0,#ffff00,6.67,AA
#1050d0,#ffff00,6.35,AA
#1050e0,#ffff00,6.02,AA
#1050f0,#ffff00,5.71,AA
#106000,#ffff00,7.26,AAA
#106010,#ffff00,7.24,AAA
#106020,#ffff00,7.2,AAA
#106030,#ffff00,7.14,AAA
#106040,#ffff00,7.06,AAA
#106050,#ffff00,6.96,AA
#106060,#ffff00,6.83,AA
#106070,#ffff00,6.68,AA
#106080,#ffff00,6.5,AA
#106090,#ffff00,6.31,AA
#1060a0,#ffff00,6.11,AA
#1060b0,#ffff00,5.89,AA
#1060c0,#ffff00,5.66,AA
#1060d0,#ffff00,5.42,AA
#1060e0,#ffff00,5.19,AA
#1060f0,#ffff00,4.95,AA
#107000,#ffff00,5.86,AA
#107010,#ffff00,5.84,AA
#107020,#ffff00,5.82,AA
#107030,#ffff00,5.78,AA
#107040,#ffff00,5.73,AA
#107050,#ffff00,5.66,AA
#107060,#ffff00,5.57,AA
#107070,#ffff00,5.47,AA
#107080,#ffff00,5.36,AA
#107090,#ffff00,5.23,AA
#1070a0,#ffff00,5.08,AA
#1070b0,#ffff00,4.93,AA
#1070c0,#ffff00,4.77,AA
#1070d0,#ffff00,4.6,AA
#1070e0,#ffff00,4.43,None
#1070f0,#ffff00,4.25,None
#108000,#ffff00,4.76,AA
#108010,#ffff00,4.75,AA
#108020,#ffff00,4.73,AA
#108030,#ffff00,4.71,AA
#108040,#ffff00,4.67,AA
#108050,#ffff00,4.63,AA
#108060,#ffff00,4.57,AA
#108070,#ffff00,4.5,AA
#108080,#ffff00,4.42,None
#108090,#ffff00,4.33,None
#1080a0,#ffff00,4.24,None
#1080b0,#ffff00,4.13,None
#1080c0,#ffff00,4.01,None
#1080d0,#ffff00,3.9,None
#1080e0,#ffff00,3.77,None
#1080f0,#ffff00,3.64,None
#109000,#ffff00,3.9,None
#109010,#ffff00,3.9,None
#109020,#ffff00,3.89,None
#109030,#ffff00,3.87,None
#109040,#ffff00,3.85,None
#109050,#ffff00,3.81,None
#109060,#ffff00,3.78,None
#109070,#ffff00,3.73,None
#109080,#ffff00,3.67,None
#109090,#ffff00,3.61,None
#1090a0,#ffff00,3.54,None
#1090b0,#ffff00,3.47,None
#1090c0,#ffff00,3.39,None
#1090d0,#ffff00,3.3,None
#1090e0,#ffff00,3.21,None
#1090f0,#ffff00,3.12,None
#10a000,#ffff00,3.23,None
#10a010,#ffff00,3.23,None
#10a020,#ffff00,3.22,None
#10a030,#ffff00,3.21,None
#10a040,#ffff00,3.19,None
#10a050,#ffff00,3.17,None
#10a060,#ffff00,3.14,None
#10a070,#ffff00,3.11,None
#10a080,#ffff00,3.07,None
#10a090,#ffff00,3.03,None
#10a0a0,#ffff00,2.98,None
#10a0b0,#ffff00,2.93,None
#10a0c0,#ffff00,2.87,None
#10a0d0,#ffff00,2.81,None
#10a0e0,#ffff00,2.74,None
#10a0f0,#ffff00,2.68,None
#10b000,#ffff00,2.7,None
#10b010,#ffff00,2.7,None
#10b020,#ffff00,2.7,None
#10b030,#ffff00,2.69,None
#10b040,#ffff00,2.68,None
#10b050,#ffff00,2.66,None
#10b060,#ffff00,2.64,None
#10b070,#ffff00,2.62,None
#10b080,#ffff00,2.59,None
#10b090,#ffff00,2.56,None
#10b0a0,#ffff00,2.53,None
#10b0b0,#ffff00,2.49,None
#10b0c0,#ffff00,2.45,None
#10b0d0,#ffff00,2.4,None
#10b0e0,#ffff00,2.35,None
#10b0f0,#ffff00,2.3,None
#10c000,#ffff00,2.28,None
#10c010,#ffff00,2.28,None
#10c020,#ffff00,2.28,None
#10c030,#ffff00,2.27,None
#10c040,#ffff00,2.26,None
#10c050,#ffff00,2.25,None
#10c060,#ffff00,2.24,None
#10c070,#ffff00,2.22,None
#10c080,#ffff00,2.2,None
#10c090,#ffff00,2.18,None
#10c0a0,#ffff00,2.16,None
#10c0b0,#ffff00,2.13,None
#10c0c0,#ffff00,2.1,None
#10c0d0,#ffff00,2.06,None
#10c0e0,#ffff00,2.03,None
#10c0f0,#ffff00,1.99,None
#10d000,#ffff00,1.95,None
#10d010,#ffff00,1.95,None
#10d020,#ffff00,1.94,None
#10d030,#ffff00,1.94,None
#10d040,#ffff00,1.93,None
#10d050,#ffff00,1.92,None
#10d060,#ffff00,1.91,None
#10d070,#ffff00,1.9,None
#10d080,#ffff00,1.89,None
#10d090,#ffff00,1.87,None
#10d0a0,#ffff00,1.85,None
#10d0b0,#ffff00,1.83,None
#10d0c0,#ffff00,1.81,None
#10d0d0,#ffff00,1.79,None
#10d0e0,#ffff00,1.76,None
#10d0f0,#ffff00,1.73,None
#10e000,#ff00ff,1.74,None
#10e010,#ff00ff,1.75,None
#10e020,#ff00ff,1.75,None
#10e030,#ff00ff,1.75,None
#10e040,#ff00ff,1.76,None
#10e050,#ff00ff,1.76,None
#10e060,#ff00ff,1.77,None
#10e070,#ff00ff,1.78,None
#10e080,#ff00ff,1.79,None
#10e090,#ff00ff,1.81,None
#10e0a0,#ff00ff,1.82,None
#10e0b0,#ff00ff,1.84,None
#10e0c0,#ff00ff,1.86,None
#10e0d0,#ff00ff,1.88,None
#10e0e0,#ff00ff,1.91,None
#10e0f0,#ff00ff,1.93,None
#10f000,#ff00ff,2.01,None
#10f010,#ff00ff,2.02,None
#10f020,#ff00ff,2.02,None
#10f030,#ff00ff,2.02,None
#10f040,#ff00ff,2.03,None
#10f050,#ff00ff,2.03,None
#10f060,#ff00ff,2.04,None
#10f070,#ff00ff,2.05,None
#10f080,#ff00ff,2.06,None
#10f090,#ff00ff,2.07,None
#10f0a0,#ff00ff,2.09,None
#10f0b0,#ff00ff,2.11,None
#10f0c0,#ff00ff,2.13,None
#10f0d0,#ff00ff,2.15,None
#10f0e0,#ff00ff,2.17,None
#10f0f0,#ff00ff,2.2,None
#200000,#ffff00,18.42,AAA
#200010,#ffff00,18.3,AAA
#200020,#ffff00,18.07,AAA
#200030,#ffff00,17.71,AAA
#200040,#ffff00,17.22,AAA
#200050,#ffff00,16.61,AAA
#200060,#ffff00,15.9,AAA
#200070,#ffff00,15.1,AAA
#200080,#ffff00,14.24,AAA
#200090,#ffff00,13.36,AAA
#2000a0,#ffff00,12.46,AAA
#2000b0,#ffff00,11.58,AAA
#2000c0,#ffff00,10.73,AAA
#2000d0,#ffff00,9.92,AAA
#2000e0,#ffff00,9.15,AAA
#2000f0,#ffff00,8.43,AAA
#201000,#ffff00,17.22,AAA
#201010,#ffff00,17.11,AAA
#201020,#ffff00,16.91,AAA
#201030,#ffff00,16.6,AAA
#201040,#ffff00,16.17,AAA
#201050,#ffff00,15.63,AAA
#201060,#ffff00,14.99,AAA
#201070,#ffff00,14.28,AAA
#201080,#ffff00,13.51,AAA
#201090,#ffff00,12.71,AAA
#2010a0,#ffff00,11.9,AAA
#2010b0,#ffff00,11.1,AAA
#2010c0,#ffff00,10.31,AAA
#2010d0,#ffff00,9.56,AAA
#2010e0,#ffff00,8.84,AAA
#2010f0,#ffff00,8.17,AAA
#202000,#ffff00,15.42,AAA
#202010,#ffff00,15.33,AAA
#202020,#ffff00,15.17,AAA
#202030,#ffff00,14.92,AAA
#202040,#ffff00,14.57,AAA
#202050,#ffff00,14.13,AAA
#202060,#ffff00,13.61,AAA
#202070,#ffff00,13.02,AAA
#202080,#ffff00,12.38,AAA
#202090,#ffff00,11.7,AAA
#2020a0,#ffff00,11.01,AAA
#2020b0,#ffff00,10.32,AAA
#2020c0,#ffff00,9.64,AAA
#2020d0,#ffff00,8.98,AAA
#2020e0,#ffff00,8.34,AAA
#2020f0,#ffff00,7.74,AAA
#203000,#ffff00,13.18,AAA
#203010,#ffff00,13.11,AAA
#203020,#ffff00,12.99,AAA
#203030,#ffff00,12.81,AAA
#203040,#ffff00,12.55,AAA
#203050,#ffff00,12.22,AAA
#203060,#ffff00,11.83,AAA
#203070,#ffff00,11.38,AAA
#203080,#ffff00,10.89,AAA
#203090,#ffff00,10.36,AAA
#2030a0,#ffff00,9.82,AAA
#2030b0,#ffff00,9.26,AAA
#2030c0,#ffff00,8.71,AAA
#2030d0,#ffff00,8.17,AAA
#2030e0,#ffff00,7.64,AAA
#2030f0,#ffff00,7.13,AAA
#204000,#ffff00,10.9,AAA
#204010,#ffff00,10.85,AAA
#204020,#ffff00,10.77,AAA
#204030,#ffff00,10.64,AAA
#204040,#ffff00,10.46,AAA
#204050,#ffff00,10.24,AAA
#204060,#ffff00,9.96,AAA
#204070,#ffff00,9.64,AAA
#204080,#ffff00,9.28,AAA
#204090,#ffff00,8.9,AAA
#2040a0,#ffff00,8.49,AAA
#2040b0,#ffff00,8.08,AAA
#2040c0,#ffff00,7.65,AAA
#2040d0,#ffff00,7.23,AAA
#2040e0,#ffff00,6.81,AA
#2040f0,#ffff00,6.41,AA
#205000,#ffff00,8.85,AAA
#205010,#ffff00,8.82,AAA
#205020,#ffff00,8.77,AAA
#205030,#ffff00,8.69,AAA
#205040,#ffff00,8.57,AAA
#205050,#ffff00,8.41,AAA
#205060,#ffff00,8.22,AAA
#205070,#ffff00,8.01,AAA
#205080,#ffff00,7.76,AAA
#205090,#ffff00,7.49,AAA
#2050a0,#ffff00,7.2,AAA
#2050b0,#ffff00,6.9,AA
#2050c0,#ffff00,6.58,AA
#2050d0,#ffff00,6.27,AA
#2050e0,#ffff00,5.95,AA
#2050f0,#ffff00,5.64,AA
#206000,#ffff00,7.15,AAA
#206010,#ffff00,7.13,AAA
#206020,#ffff00,7.1,AAA
#206030,#ffff00,7.04,AAA
#206040,#ffff00,6.96,AA
#206050,#ffff00,6.86,AA
#206060,#ffff00,6.74,AA
#206070,#ffff00,6.59,AA
#206080,#ffff00,6.42,AA
#206090,#ffff00,6.23,AA
#2060a0,#ffff00,6.03,AA
#2060b0,#ffff00,5.82,AA
#2060c0,#ffff00,5.59,AA
#2060d0,#ffff00,5.36,AA
#2060e0,#ffff00,5.13,AA
#2060f0,#ffff00,4.9,AA
#207000,#ffff00,5.79,AA
#207010,#ffff00,5.77,AA
#207020,#ffff00,5.75,AA
#207030,#ffff00,5.72,AA
#207040,#ffff00,5.66,AA
#207050,#ffff00,5.6,AA
#207060,#ffff00,5.51,AA
#207070,#ffff00,5.41,AA
#207080,#ffff00,5.3,AA
#207090,#ffff00,5.17,AA
#2070a0,#ffff00,5.03,AA
#2070b0,#ffff00,4.88,AA
#2070c0,#ffff00,4.72,AA
#2070d0,#ffff00,4.56,AA
#2070e0,#ffff00,4.39,None
#2070f0,#ffff00,4.22,None
#208000,#ffff00,4.71,AA
#208010,#ffff00,4.7,AA
#208020,#ffff00,4.69,AA
#208030,#ffff00,4.67,AA
#208040,#ffff00,4.63,AA
#208050,#ffff00,4.59,AA
#208060,#ffff00,4.53,AA
#208070,#ffff00,4.46,None
#208080,#ffff00,4.38,None
#208090,#ffff00,4.3,None
#2080a0,#ffff00,4.2,None
#2080b0,#ffff00,4.09,None
#2080c0,#ffff00,3.98,None
#2080d0,#ffff00,3.86,None
#2080e0,#ffff00,3.74,None
#2080f0,#ffff00,3.62,None
#209000,#ffff00,3.87,None
#209010,#ffff00,3.87,None
#209020,#ffff00,3.86,None
#209030,#ffff00,3.84,None
#209040,#ffff00,3.82,None
#209050,#ffff00,3.79,None
#209060,#ffff00,3.75,None
#209070,#ffff00,3.7,None
#209080,#ffff00,3.65,None
#209090,#ffff00,3.59,None
#2090a0,#ffff00,3.52,None
#2090b0,#ffff00,3.44,None
#2090c0,#ffff00,3.36,None
#2090d0,#ffff00,3.28,None
#2090e0,#ffff00,3.19,None
#2090f0,#ffff00,3.1,None
#20a000,#ffff00,3.21,None
#20a010,#ffff00,3.21,None
#20a020,#ffff00,3.2,None
#20a030,#ffff00,3.19,None
#20a040,#ffff00,3.17,None
#20a050,#ffff00,3.15,None
#20a060,#ffff00,3.12,None
#20a070,#ffff00,3.09,None
#20a080,#ffff00,3.05,None
#20a090,#ffff00,3.01,None
#20a0a0,#ffff00,2.96,None
#20a0b0,#ffff00,2.91,None
#20a0c0,#ffff00,2.85,None
#20a0d0,#ffff00,2.79,None
#20a0e0,#ffff00,2.73,None
#20a0f0,#ffff00,2.66,None
#20b000,#ffff00,2.69,None
#20b010,#ffff00,2.69,None
#20b020,#ffff00,2.68,None
#20b030,#ffff00,2.67,None
#20b040,#ffff00,2.66,None
#20b050,#ffff00,2.65,None
#20b060,#ffff00,2.63,None
#20b070,#ffff00,2.61,None
#20b080,#ffff00,2.58,None
#20b090,#ffff00,2.55,None
#20b0a0,#ffff00,2.51,None
#20b0b0,#ffff00,2.48,None
#20b0c0,#ffff00,2.43,None
#20b0d0,#ffff00,2.39,None
#20b0e0,#ffff00,2.34,None
#20b0f0,#ffff00,2.29,None
#20c000,#ffff00,2.27,None
#20c010,#ffff00,2.27,None
#20c020,#ffff00,2.27,None
#20c030,#ffff00,2.26,None
#20c040,#ffff00,2.25,None
#20c050,#ffff00,2.24,None
#20c060,#ffff00,2.23,None
#20c070,#ffff00,2.21,None
#20c080,#ffff00,2.19,None
#20c090,#ffff00,2.17,None
#20c0a0,#ffff00,2.15,None
#20c0b0,#ffff00,2.12,None
#20c0c0,#ffff00,2.09,None
#20c0d0,#ffff00,2.06,None
#20c0e0,#ffff00,2.02,None
#20c0f0,#ffff00,1.98,None
#20d000,#ffff00,1.94,None
#20d010,#ffff00,1.94,None
#20d020,#ffff00,1.94,None
#20d030,#ffff00,1.93,None
#20d040,#ffff00,1.93,None
#20d050,#ffff00,1.92,None
#20d060,#ffff00,1.91,None
#20d070,#ffff00,1.9,None
#20d080,#ffff00,1.88,None
#20d090,#ffff00,1.86,None
#20d0a0,#ffff00,1.85,None
#20d0b0,#ffff00,1.83,None
#20d0c0,#ffff00,1.8,None
#20d0d0,#ffff00,1.78,None
#20d0e0,#ffff00,1.75,None
#20d0f0,#ffff00,1.72,None
#20e000,#ff00ff,1.75,None
#20e010,#ff00ff,1.75,None
#20e020,#ff00ff,1.75,None
#20e030,#ff00ff,1.76,None
#20e040,#ff00ff,1.76,None
#20e050,#ff00ff,1.77,None
#20e060,#ff00ff,1.78,None
#20e070,#ff00ff,1.79,None
#20e080,#ff00ff,1.8,None
#20e090,#ff00ff,1.81,None
#20e0a0,#ff00ff,1.83,None
#20e0b0,#ff00ff,1.84,None
#20e0c0,#ff00ff,1.86,None
#20e0d0,#ff00ff,1.89,None
#20e0e0,#ff00ff,1.91,None
#20e0f0,#ff00ff,1.94,None
#20f000,#ff00ff,2.02,None
#20f010,#ff00ff,2.02,None
#20f020,#ff00ff,2.02,None
#20f030,#ff00ff,2.03,None
#20f040,#ff00ff,2.03,None
#20f050,#ff00ff,2.04,None
#20f060,#ff00ff,2.05,None
#20f070,#ff00ff,2.05,None
#20f080,#ff00ff,2.07,None
#20f090,#ff00ff,2.08,None
#20f0a0,#ff00ff,2.1,None
#20f0b0,#ff00ff,2.11,None
#20f0c0,#ff00ff,2.13,None
#20f0d0,#ff00ff,2.16,None
#20f0e0,#ff00ff,2.18,None
#20f0f0,#ff00ff,2.21,None
#300000,#ffff00,17.37,AAA
#300010,#ffff00,17.26,AAA
