color,bestColor,contrast,compliance
#206040,#ffffff,7.48,AAA
#206060,#ffffff,7.23,AAA
#206080,#ffffff,6.89,AA
#2060a0,#ffffff,6.48,AA
#2060c0,#ffffff,6.01,AA
#2060e0,#ffffff,5.51,AA
#208000,#ffffff,5.06,AA
#208020,#ffffff,5.04,AA
#208040,#ffffff,4.97,AA
#208060,#ffffff,4.86,AA
#208080,#ffffff,4.71,AA
#2080a0,#000000,4.66,AA
#2080c0,#000000,4.91,AA
#2080e0,#000000,5.23,AA
#20a000,#000000,6.09,AA
#20a020,#000000,6.11,AA
#20a040,#000000,6.16,AA
#20a060,#000000,6.26,AA
#20a080,#000000,6.4,AA
#20a0a0,#000000,6.6,AA
#20a0c0,#000000,6.85,AA
#20a0e0,#000000,7.17,AAA
#20c000,#000000,8.6,AAA
#20c020,#000000,8.62,AAA
#20c040,#000000,8.68,AAA
#20c060,#000000,8.77,AAA
#20c080,#000000,8.91,AAA
#20c0a0,#000000,9.11,AAA
#20c0c0,#000000,9.36,AAA
#20c0e0,#000000,9.68,AAA
#20e000,#000000,11.72,AAA
#20e020,#000000,11.74,AAA
#20e040,#000000,11.8,AAA
#20e060,#000000,11.89,AAA
#20e080,#000000,12.04,AAA
#20e0a0,#000000,12.23,AAA
#20e0c0,#000000,12.48,AAA
#20e0e0,#000000,12.8,AAA
#400000,#ffffff,17.24,AAA
#400020,#ffffff,16.95,AAA
#400040,#ffffff,16.25,AAA
#400060,#ffffff,15.14,AAA
#400080,#ffffff,13.73,AAA
#4000a0,#ffffff,12.17,AAA
#4000c0,#ffffff,10.61,AAA
#4000e0,#ffffff,9.15,AAA
#402000,#ffffff,14.74,AAA
#402020,#ffffff,14.53,AAA
#402040,#ffffff,14.01,AAA
#402060,#ffffff,13.18,AAA
#402080,#ffffff,12.09,AAA
#4020a0,#ffffff,10.87,AAA
#4020c0,#ffffff,9.61,AAA
#4020e0,#ffffff,8.4,AAA
#404000,#ffffff,10.76,AAA
#404020,#ffffff,10.65,AAA
#404040,#ffffff,10.37,AAA
#404060,#ffffff,9.9,AAA
#404080,#ffffff,9.28,AAA
#4040a0,#ffffff,8.54,AAA
#4040c0,#ffffff,7.74,AAA
#4040e0,#ffffff,6.94,AA
#406000,#ffffff,7.26,AAA
#406020,#ffffff,7.21,AAA
#406040,#ffffff,7.08,AAA
#406060,#ffffff,6.86,AA
#406080,#ffffff,6.56,AA
#4060a0,#ffffff,6.18,AA
#4060c0,#ffffff,5.75,AA
#4060e0,#ffffff,5.29,AA
#408000,#ffffff,4.88,AA
#408020,#ffffff,4.85,AA
#408040,#ffffff,4.79,AA
#408060,#ffffff,4.69,AA
#408080,#000000,4.62,AA
#4080a0,#000000,4.81,AA
#4080c0,#000000,5.07,AA
#4080e0,#000000,5.38,AA
#40a000,#000000,6.25,AA
#40a020,#000000,6.27,AA
#40a040,#000000,6.32,AA
#40a060,#000000,6.42,AA
#40a080,#000000,6.56,AA
#40a0a0,#000000,6.75,AA
#40a0c0,#000000,7.01,AAA
#40a0e0,#000000,7.32,AAA
#40c000,#000000,8.76,AAA
#40c020,#000000,8.78,AAA
#40c040,#000000,8.83,AAA
#40c060,#000000,8.93,AAA
#40c080,#000000,9.07,AAA
#40c0a0,#000000,9.27,AAA
#40c0c0,#000000,9.52,AAA
#40c0e0,#000000,9.83,AAA
#40e000,#000000,11.88,AAA
#40e020,#000000,11.9,AAA
#40e040,#000000,11.95,AAA
#40e060,#000000,12.05,AAA
#40e080,#000000,12.19,AAA
#40e0a0,#000000,12.39,AAA
#40e0c0,#000000,12.64,AAA
#40e0e0,#000000,12.96,AAA
#600000,#ffffff,14.02,AAA
#600020,#ffffff,13.83,AAA
#600040,#ffffff,13.36,AAA
#600060,#ffffff,12.6,AAA
#600080,#ffffff,11.61,AAA
#6000a0,#ffffff,10.47,AAA
#6000c0,#ffffff,9.3,AAA
#6000e0,#ffffff,8.16,AAA
#602000,#ffffff,12.32,AAA
#602020,#ffffff,12.18,AAA
#602040,#ffffff,11.81,AAA
#602060,#ffffff,11.21,AAA
#602080,#ffffff,10.42,AAA
#6020a0,#ffffff,9.5,AAA
#6020c0,#ffffff,8.52,AAA
#6020e0,#ffffff,7.55,AAA
#604000,#ffffff,9.41,AAA
#604020,#ffffff,9.33,AAA
#604040,#ffffff,9.11,AAA
#604060,#ffffff,8.75,AAA
#604080,#ffffff,8.26,AAA
#6040a0,#ffffff,7.67,AAA
#6040c0,#ffffff,7.02,AAA
#6040e0,#ffffff,6.35,AA
#606000,#ffffff,6.62,AA
#606020,#ffffff,6.58,AA
#606040,#ffffff,6.47,AA
#606060,#ffffff,6.29,AA
#606080,#ffffff,6.03,AA
#6060a0,#ffffff,5.71,AA
#6060c0,#ffffff,5.34,AA
#6060e0,#ffffff,4.94,AA
#608000,#000000,4.59,AA
#608020,#000000,4.61,AA
#608040,#000000,4.66,AA
#608060,#000000,4.75,AA
#608080,#000000,4.9,AA
#6080a0,#000000,5.09,AA
#6080c0,#000000,5.35,AA
#6080e0,#000000,5.66,AA
#60a000,#000000,6.53,AA
#60a020,#000000,6.55,AA
#60a040,#000000,6.6,AA
#60a060,#000000,6.69,AA
#60a080,#000000,6.84,AA
#60a0a0,#000000,7.03,AAA
#60a0c0,#000000,7.29,AAA
#60a0e0,#000000,7.6,AAA
#60c000,#000000,9.04,AAA
#60c020,#000000,9.06,AAA
#60c040,#000000,9.11,AAA
#60c060,#000000,9.21,AAA
#60c080,#000000,9.35,AAA
#60c0a0,#000000,9.54,AAA
#60c0c0,#000000,9.8,AAA
#60c0e0,#000000,10.11,AAA
#60e000,#000000,12.16,AAA
#60e020,#000000,12.18,AAA
#60e040,#000000,12.23,AAA
#60e060,#000000,12.33,AAA
#60e080,#000000,12.47,AAA
#60e0a0,#000000,12.67,AAA
#60e0c0,#000000,12.92,AAA
#60e0e0,#000000,13.24,AAA
#800000,#ffffff,10.95,AAA
#800020,#ffffff,10.83,AAA
#800040,#ffffff,10.54,AAA
#800060,#ffffff,10.06,AAA
#800080,#ffffff,9.42,AAA
#8000a0,#ffffff,8.66,AAA
#8000c0,#ffffff,7.84,AAA
#8000e0,#ffffff,7.01,AAA
#802000,#ffffff,9.88,AAA
#802020,#ffffff,9.79,AAA
#802040,#ffffff,9.55,AAA
#802060,#ffffff,9.16,AAA
#802080,#ffffff,8.62,AAA
#8020a0,#ffffff,7.98,AAA
#8020c0,#ffffff,7.28,AAA
#8020e0,#ffffff,6.56,AA
#804000,#ffffff,7.92,AAA
#804020,#ffffff,7.86,AAA
#804040,#ffffff,7.71,AAA
#804060,#ffffff,7.45,AAA
#804080,#ffffff,7.09,AAA
#8040a0,#ffffff,6.65,AA
#8040c0,#ffffff,6.15,AA
#8040e0,#ffffff,5.63,AA
#806000,#ffffff,5.85,AA
#806020,#ffffff,5.81,AA
#806040,#ffffff,5.73,AA
#806060,#ffffff,5.59,AA
#806080,#ffffff,5.38,AA
#8060a0,#ffffff,5.12,AA
#8060c0,#ffffff,4.83,AA
#8060e0,#000000,4.67,AA
#808000,#000000,5.01,AA
#808020,#000000,5.03,AA
#808040,#000000,5.08,AA
#808060,#000000,5.17,AA
#808080,#000000,5.32,AA
#8080a0,#000000,5.51,AA
#8080c0,#000000,5.77,AA
#8080e0,#000000,6.08,AA
#80a000,#000000,6.95,AA
#80a020,#000000,6.97,AA
#80a040,#000000,7.02,AAA
#80a060,#000000,7.12,AAA
#80a080,#000000,7.26,AAA
#80a0a0,#000000,7.45,AAA
#80a0c0,#000000,7.71,AAA
#80a0e0,#000000,8.02,AAA
#80c000,#000000,9.46,AAA
#80c020,#000000,9.48,AAA
#80c040,#000000,9.53,AAA
#80c060,#000000,9.63,AAA
#80c080,#000000,9.77,AAA
#80c0a0,#000000,9.97,AAA
#80c0c0,#000000,10.22,AAA
#80c0e0,#000000,10.53,AAA
#80e000,#000000,12.58,AAA
#80e020,#000000,12.6,AAA
#80e040,#000000,12.65,AAA
#80e060,#000000,12.75,AAA
#80e080,#000000,12.89,AAA
#80e0a0,#000000,13.09,AAA
#80e0c0,#000000,13.34,AAA
#80e0e0,#000000,13.66,AAA
#a00000,#ffffff,8.42,AAA
#a00020,#ffffff,8.35,AAA
#a00040,#ffffff,8.18,AAA
#a00060,#ffffff,7.88,AAA
#a00080,#ffffff,7.48,AAA
#a000a0,#ffffff,6.99,AA
#a000c0,#ffffff,6.45,AA
#a000e0,#ffffff,5.88,AA
#a02000,#ffffff,7.77,AAA
#a02020,#ffffff,7.71,AAA
#a02040,#ffffff,7.57,AAA
#a02060,#ffffff,7.32,AAA
#a02080,#ffffff,6.97,AA
#a020a0,#ffffff,6.54,AA
#a020c0,#ffffff,6.07,AA
#a020e0,#ffffff,5.56,AA
#a04000,#ffffff,6.51,AA
#a04020,#ffffff,6.46,AA
#a04040,#ffffff,6.36,AA
#a04060,#ffffff,6.18,AA
#a04080,#ffffff,5.93,AA
#a040a0,#ffffff,5.62,AA
#a040c0,#ffffff,5.26,AA
#a040e0,#ffffff,4.88,AA
#a06000,#ffffff,5.04,AA
#a06020,#ffffff,5.01,AA
#a06040,#ffffff,4.95,AA
#a06060,#ffffff,4.84,AA
#a06080,#ffffff,4.69,AA
#a060a0,#000000,4.68,AA
#a060c0,#000000,4.93,AA
#a060e0,#000000,5.24,AA
#a08000,#000000,5.58,AA
#a08020,#000000,5.6,AA
#a08040,#000000,5.66,AA
#a08060,#000000,5.75,AA
#a08080,#000000,5.89,AA
#a080a0,#000000,6.09,AA
#a080c0,#000000,6.34,AA
#a080e0,#000000,6.66,AA
#a0a000,#000000,7.52,AAA
#a0a020,#000000,7.54,AAA
#a0a040,#000000,7.6,AAA
#a0a060,#000000,7.69,AAA
#a0a080,#000000,7.83,AAA
#a0a0a0,#000000,8.03,AAA
#a0a0c0,#000000,8.28,AAA
#a0a0e0,#000000,8.6,AAA
#a0c000,#000000,10.03,AAA
#a0c020,#000000,10.06,AAA
#a0c040,#000000,10.11,AAA
#a0c060,#000000,10.2,AAA
#a0c080,#000000,10.35,AAA
#a0c0a0,#000000,10.54,AAA
#a0c0c0,#000000,10.8,AAA
#a0c0e0,#000000,11.11,AAA
#a0e000,#000000,13.16,AAA
#a0e020,#000000,13.18,AAA
#a0e040,#000000,13.23,AAA
#a0e060,#000000,13.33,AAA
#a0e080,#000000,13.47,AAA
#a0e0a0,#000000,13.66,AAA
#a0e0c0,#000000,13.92,AAA
#a0e0e0,#000000,14.23,AAA
#c00000,#ffffff,6.48,AA
#c00020,#ffffff,6.44,AA
#c00040,#ffffff,6.33,AA
#c00060,#ffffff,6.16,AA
#c00080,#ffffff,5.91,AA
#c000a0,#ffffff,5.6,AA
#c000c0,#ffffff,5.25,AA
#c000e0,#ffffff,4.86,AA
#c02000,#ffffff,6.09,AA
#c02020,#ffffff,6.05,AA
#c02040,#ffffff,5.96,AA
#c02060,#ffffff,5.81,AA
#c02080,#ffffff,5.59,AA
#c020a0,#ffffff,5.31,AA
#c020c0,#ffffff,4.99,AA
#c020e0,#ffffff,4.64,AA
#c04000,#ffffff,5.28,AA
#c04020,#ffffff,5.26,AA
#c04040,#ffffff,5.19,AA
#c04060,#ffffff,5.07,AA
#c04080,#ffffff,4.9,AA
#c040a0,#ffffff,4.69,AA
#c040c0,#000000,4.74,AA
#c040e0,#000000,5.05,AA
#c06000,#000000,4.91,AA
#c06020,#000000,4.94,AA
#c06040,#000000,4.99,AA
#c06060,#000000,5.08,AA
#c06080,#000000,5.23,AA
#c060a0,#000000,5.42,AA
#c060c0,#000000,5.68,AA
#c060e0,#000000,5.99,AA
#c08000,#000000,6.33,AA
#c08020,#000000,6.35,AA
#c08040,#000000,6.4,AA
#c08060,#000000,6.5,AA
#c08080,#000000,6.64,AA
#c080a0,#000000,6.84,AA
#c080c0,#000000,7.09,AAA
#c080e0,#000000,7.41,AAA
#c0a000,#000000,8.27,AAA
#c0a020,#000000,8.29,AAA
#c0a040,#000000,8.34,AAA
#c0a060,#000000,8.44,AAA
#c0a080,#000000,8.58,AAA
#c0a0a0,#000000,8.78,AAA
#c0a0c0,#000000,9.03,AAA
#c0a0e0,#000000,9.35,AAA
#c0c000,#000000,10.78,AAA
#c0c020,#000000,10.8,AAA
#c0c040,#000000,10.86,AAA
#c0c060,#000000,10.95,AAA
#c0c080,#000000,11.09,AAA
#c0c0a0,#000000,11.29,AAA
#c0c0c0,#000000,11.54,AAA
#c0c0e0,#000000,11.86,AAA
#c0e000,#000000,13.9,AAA
#c0e020,#000000,13.92,AAA
#c0e040,#000000,13.98,AAA
#c0e060,#000000,14.07,AAA
#c0e080,#000000,14.22,AAA
#c0e0a0,#000000,14.41,AAA
#c0e0c0,#000000,14.66,AAA
#c0e0e0,#000000,14.98,AAA
#e00000,#ffffff,5.04,AA
#e00020,#ffffff,5.01,AA
#e00040,#ffffff,4.95,AA
#e00060,#ffffff,4.84,AA
#e00080,#ffffff,4.69,AA
#e000a0,#000000,4.68,AA
#e000c0,#000000,4.93,AA
#e000e0,#000000,5.25,AA
#e02000,#ffffff,4.8,AA
#e02020,#ffffff,4.78,AA
#e02040,#ffffff,4.72,AA
#e02060,#ffffff,4.62,AA
#e02080,#000000,4.69,AA
#e020a0,#000000,4.88,AA
#e020c0,#000000,5.14,AA
#e020e0,#000000,5.45,AA
#e04000,#000000,4.9,AA
#e04020,#000000,4.92,AA
#e04040,#000000,4.98,AA
#e04060,#000000,5.07,AA
#e04080,#000000,5.21,AA
#e040a0,#000000,5.41,AA
#e040c0,#000000,5.66,AA
#e040e0,#000000,5.98,AA
#e06000,#000000,5.84,AA
#e06020,#000000,5.86,AA
#e06040,#000000,5.92,AA
#e06060,#000000,6.01,AA
#e06080,#000000,6.15,AA
#e060a0,#000000,6.35,AA
#e060c0,#000000,6.6,AA
#e060e0,#000000,6.92,AA
#e08000,#000000,7.26,AAA
#e08020,#000000,7.28,AAA
#e08040,#000000,7.33,AAA
#e08060,#000000,7.43,AAA
#e08080,#000000,7.57,AAA
#e080a0,#000000,7.76,AAA
#e080c0,#000000,8.02,AAA
#e080e0,#000000,8.33,AAA
#e0a000,#000000,9.2,AAA
#e0a020,#000000,9.22,AAA
#e0a040,#000000,9.27,AAA
#e0a060,#000000,9.37,AAA
#e0a080,#000000,9.51,AAA
#e0a0a0,#000000,9.71,AAA
#e0a0c0,#000000,9.96,AAA
#e0a0e0,#000000,10.27,AAA
#e0c000,#000000,11.71,AAA
#e0c020,#000000,11.73,AAA
#e0c040,#000000,11.78,AAA
#e0c060,#000000,11.88,AAA
#e0c080,#000000,12.02,AAA
#e0c0a0,#000000,12.22,AAA
#e0c0c0,#000000,12.47,AAA
#e0c0e0,#000000,12.79,AAA
#e0e000,#000000,14.83,AAA
#e0e020,#000000,14.85,AAA
#e0e040,#000000,14.91,AAA
#e0e060,#000000,15.0,AAA
#e0e080,#000000,15.14,AAA
#e0e0a0,#000000,15.34,AAA
#e0e0c0,#000000,15.59,AAA
#e0e0e0,#000000,15.91,AAA
